tenure_months,day_of_month,invoice_amount,avg_ticket,gateway_error_code,card_brand,payment_history_score,failure_count_90d,hour_of_day,day_of_week,attempt_count,ltv_estimated,recovered
49,29,107.57,100.5,insufficient_funds,visa,0.741,1,10,0,1,382.33,0
20,9,119.61,136.37,insufficient_funds,visa,0.509,0,17,5,1,200.77,1
10,24,27.12,29.64,insufficient_funds,elo,0.678,1,17,4,1,27.12,0
1,1,89.71,79.67,card_declined,mastercard,0.568,1,21,5,4,89.71,0
0,4,341.52,306.95,insufficient_funds,elo,0.529,0,21,6,1,341.52,1
2,6,256.65,260.04,expired_card,amex,0.629,4,12,4,1,256.65,0
7,10,87.46,77.03,insufficient_funds,visa,0.624,2,20,5,1,87.46,0
38,13,392.06,446.67,do_not_honor,visa,0.592,1,23,4,3,1291.87,0
8,15,31.94,33.26,insufficient_funds,elo,0.731,1,13,1,2,31.94,0
12,8,41.23,35.86,insufficient_funds,visa,0.506,2,13,1,1,41.23,1
6,3,511.76,503.08,insufficient_funds,mastercard,0.539,2,10,6,1,511.76,0
0,20,163.34,149.72,generic_decline,mastercard,0.5,2,23,2,2,163.34,0
4,1,75.62,75.4,card_declined,mastercard,0.629,1,23,3,4,75.62,0
58,24,93.06,86.0,expired_card,hipercard,0.701,2,18,1,2,393.5,0
9,28,47.74,52.49,insufficient_funds,visa,0.692,1,0,0,1,47.74,1
44,22,124.97,133.26,insufficient_funds,mastercard,0.483,1,16,2,1,451.16,0
5,18,116.48,130.69,generic_decline,hipercard,0.565,2,22,4,1,116.48,0
29,20,99.49,90.47,insufficient_funds,visa,0.724,3,8,6,2,196.41,1
3,20,34.89,33.69,card_declined,elo,0.596,2,14,1,1,34.89,0
35,28,123.67,135.0,processing_error,amex,0.666,2,8,2,1,357.66,1
63,29,61.07,58.76,expired_card,visa,0.812,3,22,6,1,293.07,0
37,14,40.71,39.23,insufficient_funds,visa,0.658,0,17,4,1,110.27,1
9,18,301.16,345.07,insufficient_funds,visa,0.628,4,17,1,1,301.16,0
0,24,671.67,726.25,insufficient_funds,visa,0.597,0,13,6,3,671.67,0
54,1,548.96,608.38,generic_decline,visa,0.83,2,14,0,2,2573.45,1
22,16,174.15,169.29,processing_error,visa,0.598,0,19,4,3,275.19,1
5,20,77.21,79.2,insufficient_funds,mastercard,0.448,2,8,6,1,77.21,1
28,22,91.83,90.47,do_not_honor,elo,0.58,0,18,0,1,189.28,1
32,12,140.15,138.06,insufficient_funds,visa,0.809,0,15,3,1,332.57,1
9,9,67.3,59.78,insufficient_funds,mastercard,0.661,1,14,2,1,67.3,1
10,6,315.42,347.79,insufficient_funds,visa,0.723,0,17,2,2,315.42,0
3,17,16.02,15.49,do_not_honor,mastercard,0.634,1,0,1,1,16.02,0
2,28,75.17,77.02,insufficient_funds,visa,0.462,2,16,6,3,75.17,0
1,27,199.14,220.47,insufficient_funds,visa,0.532,0,16,0,2,199.14,0
2,12,46.14,49.93,insufficient_funds,hipercard,0.508,1,9,0,1,46.14,1
16,8,78.97,71.82,insufficient_funds,elo,0.634,3,9,0,2,83.95,0
9,24,165.63,171.52,insufficient_funds,mastercard,0.475,0,14,0,2,165.63,0
5,23,376.56,376.08,insufficient_funds,elo,0.71,0,22,3,1,376.56,1
3,16,30.97,28.74,processing_error,mastercard,0.652,0,17,1,2,30.97,0
66,12,29.0,25.01,generic_decline,visa,0.899,1,16,6,2,130.68,0
62,4,42.18,43.82,insufficient_funds,mastercard,0.812,1,23,5,2,215.08,1
0,24,24.94,27.03,do_not_honor,elo,0.432,1,16,4,1,24.94,0
21,18,26.57,30.09,processing_error,hipercard,0.68,5,0,1,2,46.6,1
0,12,41.2,39.41,do_not_honor,mastercard,0.588,1,21,6,1,41.2,0
43,28,292.4,283.56,insufficient_funds,visa,0.64,2,23,0,4,936.5,1
21,20,74.08,66.59,processing_error,elo,0.529,0,23,6,2,103.13,1
5,28,100.51,115.12,expired_card,mastercard,0.537,3,11,1,3,100.51,0
1,15,41.83,46.22,insufficient_funds,visa,0.53,6,16,4,2,41.83,1
1,15,171.6,195.16,card_declined,mastercard,0.518,1,14,4,3,171.6,1
3,28,517.31,516.59,insufficient_funds,visa,0.532,2,15,3,2,517.31,1
7,29,44.43,40.56,processing_error,mastercard,0.474,1,13,2,2,44.43,0
4,29,452.37,462.3,expired_card,elo,0.382,2,1,1,2,452.37,0
55,25,135.11,129.93,insufficient_funds,visa,0.637,4,11,2,4,560.77,1
3,15,99.22,94.69,insufficient_funds,mastercard,0.474,1,8,6,1,99.22,0
4,6,139.47,122.0,do_not_honor,visa,0.547,1,15,1,1,139.47,0
11,12,138.28,120.57,insufficient_funds,visa,0.658,3,10,4,2,138.28,0
69,28,508.81,490.31,processing_error,elo,0.801,1,15,0,1,2678.32,1
57,12,155.17,175.01,card_declined,mastercard,0.923,0,10,1,3,785.58,0
15,24,158.07,168.65,insufficient_funds,elo,0.719,0,18,0,3,184.46,0
4,28,67.22,72.47,expired_card,mastercard,0.642,4,22,6,1,67.22,0
25,29,205.97,189.55,generic_decline,elo,0.317,1,16,4,4,352.12,0
24,28,41.78,44.72,do_not_honor,visa,0.743,0,8,4,2,79.6,1
33,17,107.69,104.66,insufficient_funds,mastercard,0.686,1,10,4,2,260.47,0
1,16,1266.0,1098.66,insufficient_funds,visa,0.608,2,20,0,1,1266.0,0
0,31,10.57,10.24,insufficient_funds,elo,0.383,3,14,3,2,10.57,0
5,7,120.24,106.94,card_declined,mastercard,0.686,0,18,6,1,120.24,0
15,6,124.42,137.62,insufficient_funds,visa,0.367,1,18,4,1,150.52,0
5,29,79.82,87.97,insufficient_funds,mastercard,0.636,1,11,4,2,79.82,0
24,21,81.51,76.31,insufficient_funds,elo,0.499,2,12,4,4,135.83,0
64,16,106.02,109.58,generic_decline,visa,0.778,1,19,1,1,555.21,1
29,4,78.14,74.95,insufficient_funds,mastercard,0.675,0,0,2,2,162.71,0
66,16,119.05,106.7,card_declined,elo,0.894,2,15,0,1,557.51,0
0,28,63.39,66.23,insufficient_funds,visa,0.514,2,9,4,1,63.39,1
20,18,589.27,635.25,expired_card,mastercard,0.618,1,16,1,1,935.23,1
0,13,78.14,84.58,expired_card,amex,0.646,3,15,2,1,78.14,0
51,17,162.13,145.07,do_not_honor,visa,0.827,2,16,0,4,576.47,0
3,26,53.95,54.15,card_declined,visa,0.341,0,13,6,2,53.95,0
9,27,223.92,191.94,insufficient_funds,mastercard,0.534,0,11,1,2,223.92,0
13,13,187.53,164.47,insufficient_funds,mastercard,0.617,0,15,2,2,187.53,1
58,18,141.86,124.03,insufficient_funds,elo,0.841,5,15,2,1,567.51,1
4,9,39.24,34.03,insufficient_funds,mastercard,0.662,1,15,1,1,39.24,0
15,15,50.1,47.6,generic_decline,mastercard,0.628,1,16,5,4,52.06,1
3,7,437.13,418.47,insufficient_funds,mastercard,0.431,1,15,1,2,437.13,0
0,16,49.61,52.55,do_not_honor,visa,0.409,2,13,1,1,49.61,0
0,17,172.73,163.91,insufficient_funds,mastercard,0.321,2,12,5,1,172.73,0
18,11,42.23,37.67,do_not_honor,visa,0.676,2,19,2,1,49.72,1
8,8,239.4,271.49,do_not_honor,hipercard,0.579,1,16,3,3,239.4,0
0,5,53.13,59.11,expired_card,visa,0.453,2,9,5,2,53.13,0
41,5,41.55,36.87,insufficient_funds,visa,0.723,0,11,2,1,115.68,1
51,22,51.92,49.78,do_not_honor,elo,0.496,3,15,2,3,197.81,1
28,7,59.77,53.82,do_not_honor,visa,0.391,1,1,1,1,112.6,1
3,4,140.03,159.32,insufficient_funds,mastercard,0.615,1,9,0,3,140.03,0
3,31,103.96,99.47,do_not_honor,amex,0.71,2,9,4,2,103.96,0
12,8,36.95,32.5,do_not_honor,elo,0.538,0,21,2,3,36.95,0
0,27,95.35,101.84,insufficient_funds,visa,0.474,2,14,0,3,95.35,0
51,18,35.4,37.65,insufficient_funds,visa,0.9,4,21,6,1,149.61,1
1,22,173.14,159.69,insufficient_funds,mastercard,0.467,1,14,2,1,173.14,1
48,17,203.76,192.85,insufficient_funds,mastercard,0.649,0,18,0,3,717.4,1
67,6,95.69,93.25,do_not_honor,visa,0.903,1,16,2,3,494.61,0
1,25,124.43,115.76,do_not_honor,visa,0.564,0,11,4,1,124.43,0
24,25,463.5,434.14,insufficient_funds,elo,0.657,2,22,1,2,772.77,1
2,11,84.98,92.67,expired_card,visa,0.568,1,22,0,1,84.98,0
0,24,42.25,45.44,expired_card,elo,0.527,2,19,6,2,42.25,0
1,17,163.51,172.96,insufficient_funds,visa,0.491,3,18,4,3,163.51,0
8,27,35.74,37.74,card_declined,mastercard,0.49,1,15,3,2,35.74,1
52,24,81.07,81.6,expired_card,mastercard,0.604,1,9,5,4,331.21,0
4,2,57.42,54.85,insufficient_funds,visa,0.449,2,14,1,1,57.42,1
13,26,52.4,55.87,insufficient_funds,mastercard,0.593,3,19,4,1,52.76,0
1,29,78.28,69.27,do_not_honor,visa,0.532,0,15,0,1,78.28,0
0,23,217.41,194.0,insufficient_funds,amex,0.617,0,23,1,1,217.41,1
25,4,261.01,231.75,insufficient_funds,elo,0.789,0,17,0,1,430.51,0
23,24,222.55,238.09,generic_decline,visa,0.647,2,10,1,1,405.38,0
17,19,131.79,135.41,do_not_honor,mastercard,0.474,1,8,5,2,168.49,0
55,11,77.75,76.59,card_declined,amex,0.608,2,11,2,1,330.56,0
0,26,12.04,11.95,insufficient_funds,mastercard,0.436,0,16,0,2,12.04,0
0,17,135.5,148.82,expired_card,visa,0.529,1,23,6,1,135.5,0
48,25,12.91,11.44,expired_card,elo,0.733,4,23,2,1,42.56,1
6,20,17.71,17.09,insufficient_funds,visa,0.364,0,20,1,2,17.71,1
4,9,84.67,91.28,insufficient_funds,mastercard,0.567,0,11,2,2,84.67,0
1,30,123.65,129.51,insufficient_funds,visa,0.532,1,23,0,3,123.65,0
1,17,65.48,64.21,insufficient_funds,mastercard,0.655,4,23,2,1,65.48,0
14,16,382.38,350.76,generic_decline,mastercard,0.61,2,17,2,2,382.38,0
7,13,147.36,167.1,card_declined,visa,0.354,0,0,6,3,147.36,0
0,5,78.32,76.16,insufficient_funds,amex,0.535,2,11,4,2,78.32,1
34,21,334.91,372.87,insufficient_funds,mastercard,0.819,3,15,4,1,957.86,1
17,14,392.56,425.28,expired_card,visa,0.73,2,12,6,1,529.18,0
15,28,154.12,170.84,insufficient_funds,elo,0.508,4,17,0,1,186.86,1
11,29,49.09,41.98,insufficient_funds,mastercard,0.656,0,16,3,1,49.09,1
2,24,59.96,59.55,do_not_honor,visa,0.58,1,23,4,1,59.96,0
4,8,27.04,25.09,do_not_honor,mastercard,0.496,1,14,3,2,27.04,0
6,22,94.13,87.75,do_not_honor,hipercard,0.569,0,1,1,1,94.13,0
1,1,38.46,35.8,insufficient_funds,visa,0.591,2,5,1,1,38.46,0
4,25,72.97,70.55,processing_error,amex,0.524,1,10,0,3,72.97,0
4,16,123.21,119.91,card_declined,mastercard,0.54,1,11,1,1,123.21,1
7,28,16.78,17.45,insufficient_funds,visa,0.451,2,18,3,1,16.78,1
14,12,31.81,29.9,insufficient_funds,elo,0.729,0,18,5,1,31.81,1
0,8,62.31,58.06,insufficient_funds,mastercard,0.524,2,21,4,3,62.31,1
2,31,93.29,89.39,insufficient_funds,elo,0.455,0,0,6,1,93.29,1
8,16,63.03,66.56,do_not_honor,mastercard,0.411,0,18,6,2,63.03,0
0,26,76.87,65.34,expired_card,visa,0.66,0,16,1,3,76.87,0
4,27,52.2,56.07,generic_decline,visa,0.538,0,12,4,1,52.2,0
2,16,26.97,25.67,expired_card,visa,0.372,2,17,4,1,26.97,0
2,15,60.79,62.18,insufficient_funds,mastercard,0.379,0,9,0,4,60.79,1
2,17,80.89,87.24,insufficient_funds,hipercard,0.413,0,0,3,1,80.89,0
51,25,74.19,74.43,insufficient_funds,elo,0.723,1,15,5,2,295.77,0
13,29,107.95,112.72,do_not_honor,elo,0.541,0,17,2,3,107.95,0
11,10,141.81,159.68,insufficient_funds,mastercard,0.57,2,16,2,3,141.81,0
19,23,179.11,153.85,insufficient_funds,visa,0.627,3,20,3,1,214.77,1
3,9,55.68,53.17,insufficient_funds,elo,0.504,3,11,0,3,55.68,0
4,18,24.11,27.2,processing_error,visa,0.656,4,13,0,1,24.11,1
2,24,302.46,333.08,insufficient_funds,visa,0.639,1,16,0,3,302.46,0
0,26,137.66,142.48,insufficient_funds,visa,0.351,0,14,2,3,137.66,0
1,15,41.86,38.46,card_declined,amex,0.626,4,20,2,2,41.86,0
19,12,125.1,118.74,insufficient_funds,elo,0.458,0,0,6,2,165.76,1
0,8,252.42,279.53,expired_card,visa,0.422,3,20,6,2,252.42,0
12,5,454.15,481.16,expired_card,amex,0.676,1,20,2,1,454.15,1
54,12,122.12,114.27,insufficient_funds,elo,0.802,3,18,6,1,483.36,0
7,26,250.56,222.92,insufficient_funds,mastercard,0.604,3,16,0,1,250.56,1
6,13,33.38,36.19,insufficient_funds,visa,0.324,2,11,1,1,33.38,1
4,10,94.68,96.85,insufficient_funds,visa,0.513,2,9,3,2,94.68,0
1,23,72.59,82.68,expired_card,visa,0.547,2,22,2,1,72.59,0
1,7,132.52,128.8,insufficient_funds,mastercard,0.619,2,23,3,1,132.52,1
0,8,408.96,390.44,insufficient_funds,mastercard,0.553,2,10,0,2,408.96,0
11,28,122.04,114.38,card_declined,visa,0.523,1,14,4,2,122.04,1
22,3,42.5,42.27,card_declined,visa,0.528,0,11,1,2,68.71,1
6,13,31.82,30.13,do_not_honor,mastercard,0.554,1,11,1,2,31.82,0
3,17,421.72,367.72,do_not_honor,elo,0.501,4,18,6,2,421.72,0
7,7,154.29,145.59,insufficient_funds,visa,0.589,3,23,6,2,154.29,1
21,9,145.54,133.27,insufficient_funds,elo,0.434,3,14,2,2,206.4,0
57,7,72.03,78.85,expired_card,hipercard,0.788,3,21,2,2,353.94,1
1,11,124.01,114.17,processing_error,elo,0.575,3,22,5,1,124.01,1
22,27,40.68,40.18,insufficient_funds,mastercard,0.705,2,18,4,3,65.31,0
0,14,137.88,145.03,generic_decline,elo,0.407,2,20,0,3,137.88,0
10,13,34.42,30.8,expired_card,amex,0.525,1,8,2,3,34.42,1
8,12,71.04,71.71,insufficient_funds,elo,0.624,0,20,3,4,71.04,1
2,29,55.22,60.97,processing_error,visa,0.459,0,9,3,2,55.22,1
6,4,5.41,5.55,insufficient_funds,visa,0.715,2,19,0,2,5.41,0
23,26,71.83,71.45,do_not_honor,visa,0.574,3,23,4,1,121.65,0
4,10,43.99,48.46,insufficient_funds,visa,0.481,3,12,4,3,43.99,0
0,29,81.09,91.97,card_declined,elo,0.587,4,15,5,1,81.09,0
71,10,97.9,107.33,expired_card,visa,0.901,1,15,4,2,603.28,1
1,3,470.06,457.14,insufficient_funds,elo,0.553,2,10,0,2,470.06,0
40,16,128.13,132.42,card_declined,mastercard,0.789,1,0,1,1,404.62,1
43,7,131.52,132.57,insufficient_funds,mastercard,0.754,2,20,3,1,437.83,0
5,23,151.81,142.85,insufficient_funds,visa,0.482,0,22,2,1,151.81,1
8,20,212.05,207.94,insufficient_funds,visa,0.652,0,12,4,2,212.05,1
8,21,146.34,160.8,processing_error,visa,0.433,4,18,0,3,146.34,0
7,6,125.54,118.03,do_not_honor,amex,0.688,3,17,1,1,125.54,0
1,22,183.86,205.35,insufficient_funds,visa,0.24,0,13,1,4,183.86,0
1,10,11.32,12.99,processing_error,visa,0.53,0,12,3,1,11.32,1
27,31,625.22,588.98,do_not_honor,visa,0.715,4,22,0,1,1186.06,0
2,23,401.24,355.83,insufficient_funds,mastercard,0.559,0,14,2,3,401.24,0
19,18,118.54,134.8,generic_decline,mastercard,0.747,2,23,5,4,188.18,0
0,26,27.86,25.11,insufficient_funds,hipercard,0.655,2,21,4,1,27.86,0
2,18,286.45,309.78,processing_error,visa,0.627,0,21,2,1,286.45,1
2,17,52.77,45.47,expired_card,visa,0.638,0,11,3,1,52.77,0
5,7,157.06,144.6,generic_decline,elo,0.64,3,14,0,1,157.06,1
26,20,31.27,29.02,insufficient_funds,visa,0.789,2,9,5,1,56.17,1
24,12,706.35,663.38,insufficient_funds,visa,0.519,1,14,1,2,1180.82,0
2,2,27.15,30.57,processing_error,amex,0.568,2,23,1,1,27.15,1
3,24,103.93,93.81,card_declined,mastercard,0.474,2,17,1,1,103.93,1
51,2,14.84,13.39,expired_card,mastercard,0.652,1,13,1,1,53.21,1
2,20,94.23,99.65,expired_card,hipercard,0.417,3,12,5,4,94.23,0
6,5,67.0,76.09,card_declined,visa,0.668,2,11,0,2,67.0,0
5,14,268.42,259.5,insufficient_funds,visa,0.499,0,9,3,1,268.42,0
22,26,66.99,72.48,insufficient_funds,visa,0.767,0,10,4,1,117.82,1
6,4,268.77,230.96,insufficient_funds,visa,0.576,1,14,0,3,268.77,0
21,20,39.36,43.19,insufficient_funds,mastercard,0.619,2,14,3,1,66.89,1
40,18,76.09,81.19,processing_error,elo,0.843,2,14,2,2,248.08,1
29,26,77.46,86.68,insufficient_funds,hipercard,0.792,2,10,4,2,188.18,0
5,6,151.81,158.07,insufficient_funds,elo,0.417,1,12,6,3,151.81,0
56,24,135.59,153.54,insufficient_funds,amex,0.814,4,15,0,2,675.92,1
43,15,185.67,179.53,do_not_honor,mastercard,0.694,2,8,1,1,592.92,1
1,14,123.89,132.53,insufficient_funds,visa,0.434,3,5,4,1,123.89,0
20,12,175.89,187.79,insufficient_funds,visa,0.594,2,20,6,1,276.47,1
5,12,44.03,40.97,processing_error,mastercard,0.358,1,10,6,2,44.03,1
7,16,138.07,155.49,insufficient_funds,visa,0.297,2,13,6,2,138.07,0
19,4,407.88,442.04,processing_error,visa,0.524,1,8,5,1,617.08,1
0,14,21.98,24.4,insufficient_funds,hipercard,0.524,3,10,0,2,21.98,0
19,20,150.93,144.71,card_declined,visa,0.664,1,21,5,3,202.01,0
63,16,178.32,196.58,insufficient_funds,elo,0.694,0,22,0,1,980.44,1
13,6,357.94,338.07,insufficient_funds,visa,0.556,1,14,3,1,357.94,1
3,12,186.3,212.26,insufficient_funds,mastercard,0.592,0,11,3,1,186.3,1
29,14,106.86,91.6,expired_card,mastercard,0.663,1,18,4,1,198.86,1
4,20,143.23,148.35,processing_error,visa,0.513,0,11,0,1,143.23,1
41,27,50.88,44.96,insufficient_funds,visa,0.52,0,18,4,1,141.07,0
7,17,69.25,73.79,expired_card,mastercard,0.404,1,18,0,1,69.25,0
38,20,29.84,28.62,insufficient_funds,mastercard,0.638,0,20,6,1,82.78,1
24,3,366.25,406.97,processing_error,visa,0.446,1,11,3,1,724.41,1
1,29,145.81,162.11,do_not_honor,visa,0.296,3,13,1,4,145.81,0
21,10,43.32,41.61,insufficient_funds,visa,0.71,1,11,1,2,64.44,1
29,12,124.39,135.96,insufficient_funds,visa,0.821,2,17,6,3,295.17,1
0,7,273.76,288.64,processing_error,amex,0.485,2,23,4,2,273.76,0
67,4,236.11,230.91,do_not_honor,visa,0.72,3,14,3,1,1224.79,1
0,24,42.88,40.86,expired_card,mastercard,0.512,1,13,4,3,42.88,1
4,8,6.04,5.52,insufficient_funds,mastercard,0.435,5,16,6,3,6.04,0
32,9,138.88,120.68,card_declined,elo,0.608,1,13,3,1,290.7,0
3,6,44.46,44.69,insufficient_funds,visa,0.566,3,9,6,1,44.46,0
1,30,169.9,171.94,generic_decline,mastercard,0.549,1,15,1,4,169.9,0
1,24,227.36,223.54,processing_error,mastercard,0.279,3,16,5,3,227.36,0
7,28,262.86,298.39,do_not_honor,visa,0.274,1,14,4,1,262.86,0
9,26,460.47,393.29,do_not_honor,visa,0.603,0,20,6,2,460.47,1
9,27,293.14,323.95,do_not_honor,elo,0.412,1,18,5,3,293.14,1
2,15,462.44,504.17,insufficient_funds,mastercard,0.524,0,15,6,1,462.44,1
0,6,332.76,358.59,do_not_honor,visa,0.464,1,23,4,1,332.76,0
64,10,359.55,362.24,insufficient_funds,mastercard,0.679,1,16,3,2,1835.35,1
3,9,94.26,85.5,insufficient_funds,visa,0.543,2,14,2,1,94.26,0
8,22,31.1,34.49,insufficient_funds,visa,0.648,3,14,2,1,31.1,1
0,1,886.61,951.67,insufficient_funds,visa,0.672,3,0,4,2,886.61,0
42,5,103.37,113.69,insufficient_funds,visa,0.763,3,18,0,3,366.08,1
3,21,291.16,268.08,insufficient_funds,mastercard,0.429,2,19,1,1,291.16,0
32,4,59.95,60.93,insufficient_funds,mastercard,0.793,2,11,2,1,146.77,1
8,2,230.13,224.33,insufficient_funds,visa,0.626,2,20,5,1,230.13,1
4,4,11.14,11.61,insufficient_funds,mastercard,0.575,3,18,0,1,11.14,1
0,21,67.88,73.02,card_declined,elo,0.499,0,6,1,1,67.88,0
8,5,89.57,80.8,expired_card,mastercard,0.689,0,12,5,1,89.57,0
18,5,147.43,133.01,card_declined,visa,0.503,1,23,3,3,175.57,1
1,7,253.33,218.64,processing_error,visa,0.434,1,0,2,2,253.33,0
1,23,36.98,33.18,card_declined,hipercard,0.57,0,22,0,1,36.98,0
14,6,175.68,161.99,insufficient_funds,visa,0.654,3,20,3,4,175.68,0
7,2,290.63,253.36,insufficient_funds,visa,0.576,0,19,4,1,290.63,1
19,27,785.46,751.46,insufficient_funds,mastercard,0.713,0,16,0,2,1049.02,0
1,26,183.11,192.73,insufficient_funds,elo,0.432,3,11,4,2,183.11,0
6,6,64.99,70.7,do_not_honor,amex,0.376,0,10,6,4,64.99,0
0,8,31.59,30.13,insufficient_funds,visa,0.612,6,6,3,3,31.59,1
18,6,496.35,434.38,generic_decline,hipercard,0.495,2,16,1,1,573.38,0
6,22,188.18,202.82,insufficient_funds,visa,0.356,1,22,5,2,188.18,0
0,8,95.86,92.73,card_declined,elo,0.666,2,10,0,2,95.86,0
8,28,23.19,21.46,insufficient_funds,visa,0.481,5,11,1,1,23.19,0
1,25,42.74,42.36,do_not_honor,hipercard,0.574,0,9,4,2,42.74,0
55,18,171.26,195.4,processing_error,amex,0.649,1,17,6,1,843.34,1
50,1,133.85,128.74,insufficient_funds,elo,0.908,0,19,1,1,500.66,1
7,26,17.35,19.74,insufficient_funds,mastercard,0.653,1,21,3,1,17.35,0
0,23,171.46,158.76,expired_card,visa,0.339,3,11,3,1,171.46,0
1,24,24.27,21.4,insufficient_funds,mastercard,0.617,6,18,4,1,24.27,1
21,3,325.44,291.97,insufficient_funds,visa,0.523,3,15,0,2,452.19,0
0,22,117.64,127.3,generic_decline,elo,0.454,1,23,0,3,117.64,0
30,24,64.76,65.49,expired_card,visa,0.679,1,18,4,3,147.35,0
2,29,235.56,241.35,insufficient_funds,visa,0.538,2,8,6,1,235.56,1
34,17,133.81,152.59,insufficient_funds,visa,0.64,0,13,6,1,391.99,1
3,16,317.14,317.6,insufficient_funds,elo,0.661,1,18,5,1,317.14,0
52,14,104.99,92.93,processing_error,mastercard,0.535,1,18,6,3,377.19,0
1,22,110.58,117.83,insufficient_funds,mastercard,0.58,2,14,1,3,110.58,0
3,28,75.87,69.22,insufficient_funds,visa,0.65,5,12,0,4,75.87,0
38,18,123.47,126.49,insufficient_funds,visa,0.856,1,11,1,4,365.84,1
5,7,441.73,488.69,generic_decline,mastercard,0.559,0,13,4,3,441.73,1
42,1,62.54,62.11,insufficient_funds,visa,0.671,3,8,3,1,199.99,0
39,19,173.81,164.13,card_declined,mastercard,0.811,1,14,6,2,488.08,1
4,26,44.71,45.72,insufficient_funds,mastercard,0.494,2,10,0,3,44.71,0
2,3,15.59,13.85,processing_error,hipercard,0.567,3,11,1,3,15.59,0
23,13,117.53,110.74,insufficient_funds,visa,0.492,3,11,0,1,188.55,0
8,28,135.83,136.0,do_not_honor,visa,0.673,2,10,1,2,135.83,0
1,16,88.65,82.11,generic_decline,amex,0.477,2,15,2,1,88.65,0
47,7,25.88,22.3,insufficient_funds,amex,0.629,2,18,2,1,81.08,0
2,12,128.09,131.36,insufficient_funds,mastercard,0.558,1,22,0,1,128.09,1
2,13,123.84,120.17,generic_decline,visa,0.585,1,16,3,4,123.84,0
4,4,44.38,42.92,insufficient_funds,mastercard,0.565,3,5,1,2,44.38,0
3,20,29.37,33.75,processing_error,mastercard,0.527,0,13,0,3,29.37,0
2,18,78.12,69.02,processing_error,visa,0.585,0,16,2,1,78.12,1
10,19,174.58,156.47,insufficient_funds,visa,0.348,0,18,6,1,174.58,1
3,18,141.53,157.51,insufficient_funds,mastercard,0.612,3,11,6,1,141.53,1
0,1,44.7,39.74,insufficient_funds,visa,0.442,0,19,1,1,44.7,1
1,6,110.39,124.22,expired_card,amex,0.513,2,19,1,2,110.39,0
65,6,214.96,226.05,insufficient_funds,visa,0.632,4,19,4,4,1163.22,0
2,4,34.49,34.78,card_declined,hipercard,0.592,3,18,6,1,34.49,0
9,23,103.39,96.52,expired_card,mastercard,0.515,0,11,3,3,103.39,1
7,4,321.31,307.76,processing_error,hipercard,0.477,1,16,3,3,321.31,1
49,20,31.5,34.58,insufficient_funds,elo,0.751,2,12,3,1,131.55,1
69,6,272.83,236.61,insufficient_funds,visa,0.83,0,22,4,3,1292.48,1
0,4,411.88,445.06,insufficient_funds,visa,0.542,4,5,6,4,411.88,0
2,6,80.24,88.13,insufficient_funds,visa,0.278,1,18,4,3,80.24,1
26,16,72.07,76.52,insufficient_funds,elo,0.507,1,22,0,1,148.11,1
54,19,244.72,212.01,do_not_honor,visa,0.882,1,13,6,2,896.8,1
5,24,82.85,88.88,insufficient_funds,elo,0.688,4,11,2,2,82.85,1
4,4,12.09,12.9,insufficient_funds,amex,0.649,1,9,0,3,12.09,0
4,18,89.54,76.46,card_declined,mastercard,0.451,2,16,3,2,89.54,0
36,24,148.45,165.92,card_declined,mastercard,0.765,0,10,6,4,452.96,1
61,10,188.64,167.83,insufficient_funds,amex,0.775,1,16,4,3,810.48,1
0,3,44.71,50.89,insufficient_funds,elo,0.628,3,16,0,1,44.71,0
9,5,76.92,67.02,insufficient_funds,visa,0.463,4,9,3,4,76.92,1
0,4,232.8,214.51,insufficient_funds,visa,0.386,2,18,5,2,232.8,0
17,26,92.68,97.97,insufficient_funds,mastercard,0.621,2,22,2,4,121.9,0
6,12,25.14,22.4,insufficient_funds,visa,0.609,4,22,1,2,25.14,0
1,16,293.48,265.74,expired_card,mastercard,0.666,3,9,6,3,293.48,0
0,24,80.82,68.97,do_not_honor,hipercard,0.599,2,20,0,4,80.82,0
3,12,257.68,282.92,insufficient_funds,mastercard,0.483,0,19,0,3,257.68,0
11,19,28.3,24.37,insufficient_funds,visa,0.505,0,23,4,3,28.3,1
1,3,87.79,91.28,do_not_honor,visa,0.597,2,11,1,1,87.79,0
8,15,153.73,157.53,expired_card,amex,0.601,1,16,6,1,153.73,1
49,4,90.47,90.78,card_declined,visa,0.778,1,16,5,3,345.35,1
31,8,34.18,32.9,do_not_honor,visa,0.623,2,21,3,2,76.63,1
0,9,11.73,11.02,expired_card,mastercard,0.437,3,8,3,2,11.73,0
56,22,378.24,430.09,card_declined,mastercard,0.829,2,16,5,1,1893.35,0
4,20,121.84,132.27,insufficient_funds,visa,0.574,3,15,4,1,121.84,0
3,23,275.58,310.53,do_not_honor,mastercard,0.626,1,23,4,2,275.58,0
3,2,223.04,238.69,card_declined,mastercard,0.473,1,20,4,2,223.04,0
11,31,166.1,182.49,insufficient_funds,visa,0.573,0,23,6,2,166.1,0
19,2,73.48,83.71,expired_card,mastercard,0.713,0,18,0,1,116.86,1
20,25,151.03,148.93,insufficient_funds,elo,0.789,3,11,1,1,219.26,1
20,23,348.95,391.55,expired_card,visa,0.596,1,18,1,1,576.45,0
5,18,105.23,90.81,insufficient_funds,hipercard,0.616,0,21,2,2,105.23,1
0,14,529.37,467.1,expired_card,visa,0.406,0,12,0,1,529.37,0
