days_since_last,features_used_30d,mrr,evento_cancelamento,evento_downgrade,evento_sessao,event,risk_regra,churn
4.0,2.0,7379.37,0.0,0.0,1.0,Session Started,0.273,0
10.0,1.0,768.23,0.0,0.0,1.0,Session Started,0.473,1
8.0,1.0,3067.5,0.0,0.0,1.0,Session Started,0.427,0
3.0,2.0,2121.84,0.0,0.0,1.0,Session Started,0.25,0
3.0,5.0,2923.83,0.0,0.0,1.0,Session Started,0.07,0
14.0,8.0,7083.24,0.0,0.0,1.0,Session Started,0.327,0
7.0,1.0,2833.62,0.0,0.0,1.0,Session Started,0.403,0
11.0,1.0,1156.4,0.0,0.0,1.0,Session Started,0.497,1
1.0,3.0,4379.96,0.0,0.0,1.0,Session Started,0.143,0
8.0,2.0,1091.3,0.0,0.0,1.0,Session Started,0.367,0
5.0,1.0,2060.79,0.0,0.0,1.0,Session Started,0.357,0
1.0,3.0,642.61,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
4.0,2.0,791.06,0.0,0.0,1.0,Session Started,0.273,0
7.0,2.0,1883.92,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,2.0,2427.14,0.0,0.0,1.0,Session Started,0.18,0
3.0,2.0,463.17,0.0,0.0,1.0,Session Started,0.25,0
8.0,1.0,2691.44,0.0,0.0,1.0,Session Started,0.427,1
2.0,3.0,938.66,0.0,0.0,1.0,Session Started,0.167,1
3.0,1.0,5032.89,0.0,0.0,1.0,Session Started,0.31,0
3.0,4.0,1364.34,0.0,0.0,1.0,Session Started,0.13,0
2.0,4.0,735.91,0.0,0.0,1.0,Session Started,0.107,1
10.0,3.0,1921.08,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,1.0,868.71,0.0,0.0,1.0,Session Started,0.427,1
1.0,1.0,4989.82,0.0,0.0,1.0,Session Started,0.263,0
17.0,2.0,1808.81,0.0,0.0,1.0,Session Started,0.577,1
9.0,2.0,1601.44,0.0,0.0,1.0,Session Started,0.39,1
2.0,8.0,2902.83,0.0,0.0,1.0,Session Started,0.047,0
8.0,2.0,809.2,0.0,0.0,1.0,Session Started,0.367,1
1.0,7.0,644.63,0.0,1.0,0.0,Downgrade Clicked,0.75,1
18.0,1.0,2506.6,0.0,0.0,1.0,Session Started,0.66,1
6.0,2.0,750.14,0.0,0.0,1.0,Session Started,0.32,0
5.0,1.0,749.94,0.0,0.0,1.0,Session Started,0.357,1
0.0,3.0,3531.24,0.0,0.0,1.0,Session Started,0.12,0
9.0,1.0,2751.91,0.0,0.0,1.0,Session Started,0.45,1
0.0,1.0,663.11,0.0,0.0,1.0,Session Started,0.24,0
2.0,4.0,1101.79,0.0,0.0,1.0,Session Started,0.107,0
1.0,2.0,877.45,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,1.0,7487.99,0.0,0.0,1.0,Session Started,0.427,0
1.0,1.0,3732.41,0.0,0.0,1.0,Session Started,0.263,0
9.0,2.0,1291.2,0.0,0.0,1.0,Session Started,0.39,0
6.0,1.0,2866.81,0.0,0.0,1.0,Session Started,0.38,0
0.0,1.0,610.97,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,2.0,1055.62,0.0,0.0,1.0,Session Started,0.18,0
0.0,1.0,1966.26,0.0,0.0,1.0,Session Started,0.24,0
4.0,2.0,2596.15,0.0,0.0,1.0,Session Started,0.273,1
8.0,2.0,1672.43,0.0,0.0,1.0,Session Started,0.367,0
2.0,1.0,2204.84,0.0,0.0,1.0,Session Started,0.287,0
8.0,1.0,1924.98,0.0,0.0,1.0,Session Started,0.427,0
0.0,1.0,1586.27,0.0,0.0,1.0,Session Started,0.24,0
8.0,1.0,1426.65,0.0,0.0,1.0,Session Started,0.427,1
10.0,1.0,1285.61,0.0,0.0,1.0,Session Started,0.473,1
8.0,7.0,2176.67,0.0,0.0,1.0,Session Started,0.187,0
7.0,5.0,2511.54,0.0,0.0,1.0,Session Started,0.163,0
8.0,2.0,2118.97,0.0,0.0,1.0,Session Started,0.367,0
0.0,2.0,704.24,0.0,0.0,1.0,Session Started,0.18,0
1.0,2.0,813.1,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,5.0,2487.68,0.0,0.0,1.0,Session Started,0.023,0
3.0,1.0,5868.41,0.0,0.0,1.0,Session Started,0.31,1
7.0,1.0,2042.51,0.0,0.0,1.0,Session Started,0.403,0
5.0,1.0,1300.71,0.0,0.0,1.0,Session Started,0.357,0
8.0,1.0,2163.48,0.0,0.0,1.0,Session Started,0.427,0
1.0,1.0,728.18,0.0,0.0,1.0,Session Started,0.263,0
7.0,7.0,5152.07,0.0,0.0,1.0,Session Started,0.163,0
1.0,8.0,2099.12,0.0,0.0,1.0,Session Started,0.023,0
2.0,1.0,1058.32,0.0,0.0,1.0,Session Started,0.287,0
7.0,2.0,1582.19,0.0,0.0,1.0,Session Started,0.343,0
13.0,2.0,1186.03,0.0,0.0,1.0,Session Started,0.483,0
5.0,2.0,5163.32,0.0,0.0,1.0,Session Started,0.297,1
0.0,2.0,1537.95,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
5.0,1.0,2047.33,0.0,0.0,1.0,Session Started,0.357,0
0.0,5.0,2861.16,0.0,0.0,1.0,Session Started,0.0,0
9.0,12.0,999.63,0.0,1.0,0.0,Downgrade Clicked,0.75,0
7.0,2.0,2111.11,0.0,0.0,1.0,Session Started,0.343,0
1.0,2.0,2251.94,0.0,0.0,1.0,Session Started,0.203,0
0.0,2.0,521.51,0.0,0.0,1.0,Session Started,0.18,0
1.0,2.0,2213.12,0.0,0.0,1.0,Session Started,0.203,0
13.0,1.0,1743.05,0.0,0.0,1.0,Session Started,0.543,1
3.0,2.0,2006.15,0.0,0.0,1.0,Session Started,0.25,0
8.0,1.0,1860.32,0.0,0.0,1.0,Session Started,0.427,1
5.0,5.0,2224.61,0.0,0.0,1.0,Session Started,0.117,0
4.0,2.0,5270.47,0.0,0.0,1.0,Session Started,0.273,1
1.0,2.0,703.73,0.0,0.0,1.0,Session Started,0.203,0
11.0,2.0,1375.1,0.0,0.0,1.0,Session Started,0.437,0
2.0,12.0,3081.88,0.0,0.0,1.0,Session Started,0.047,0
4.0,1.0,2656.44,0.0,0.0,1.0,Session Started,0.333,0
7.0,1.0,2611.09,0.0,0.0,1.0,Session Started,0.403,0
5.0,1.0,16364.37,0.0,0.0,1.0,Session Started,0.357,0
10.0,2.0,2955.16,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,15.0,4468.24,0.0,0.0,1.0,Session Started,0.023,0
3.0,1.0,1414.23,0.0,0.0,1.0,Session Started,0.31,0
3.0,7.0,817.03,0.0,0.0,1.0,Session Started,0.07,0
3.0,1.0,1406.06,0.0,0.0,1.0,Session Started,0.31,1
1.0,2.0,3195.72,0.0,0.0,1.0,Session Started,0.203,1
1.0,1.0,2503.54,0.0,0.0,1.0,Session Started,0.263,0
2.0,2.0,2496.39,0.0,0.0,1.0,Session Started,0.227,0
2.0,2.0,1523.13,0.0,0.0,1.0,Session Started,0.227,0
3.0,2.0,1340.71,0.0,1.0,0.0,Downgrade Clicked,0.75,1
5.0,1.0,1565.74,0.0,0.0,1.0,Session Started,0.357,0
5.0,5.0,3227.88,0.0,0.0,1.0,Session Started,0.117,0
3.0,12.0,3542.48,0.0,0.0,1.0,Session Started,0.07,0
3.0,2.0,808.36,0.0,0.0,1.0,Session Started,0.25,1
2.0,2.0,3327.16,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
4.0,4.0,1074.3,0.0,0.0,1.0,Session Started,0.153,0
2.0,1.0,2631.05,0.0,0.0,1.0,Session Started,0.287,0
0.0,6.0,1550.65,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,1.0,6327.31,0.0,0.0,1.0,Session Started,0.31,1
3.0,4.0,1294.06,0.0,0.0,1.0,Session Started,0.13,0
2.0,1.0,2085.76,0.0,0.0,1.0,Session Started,0.287,0
4.0,1.0,2937.38,0.0,0.0,1.0,Session Started,0.333,0
4.0,2.0,898.6,0.0,0.0,1.0,Session Started,0.273,0
7.0,2.0,1705.67,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
5.0,6.0,1460.79,0.0,0.0,1.0,Session Started,0.117,0
6.0,16.0,1198.65,0.0,0.0,1.0,Session Started,0.14,0
2.0,1.0,1271.84,0.0,0.0,1.0,Session Started,0.287,1
8.0,1.0,4401.11,0.0,0.0,1.0,Session Started,0.427,0
4.0,2.0,1120.08,0.0,0.0,1.0,Session Started,0.273,1
3.0,2.0,2844.45,0.0,0.0,1.0,Session Started,0.25,0
5.0,2.0,2325.47,0.0,0.0,1.0,Session Started,0.297,0
3.0,6.0,591.35,0.0,0.0,1.0,Session Started,0.07,0
3.0,3.0,2738.97,0.0,0.0,1.0,Session Started,0.19,0
7.0,1.0,583.58,0.0,0.0,1.0,Session Started,0.403,0
9.0,2.0,2988.34,0.0,0.0,1.0,Session Started,0.39,1
10.0,2.0,1205.01,0.0,0.0,1.0,Session Started,0.413,0
3.0,2.0,1820.19,0.0,0.0,1.0,Session Started,0.25,0
3.0,1.0,641.99,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,2.0,1994.02,0.0,0.0,1.0,Session Started,0.367,0
2.0,2.0,3795.46,0.0,0.0,1.0,Session Started,0.227,1
8.0,1.0,948.07,0.0,0.0,1.0,Session Started,0.427,1
3.0,3.0,1112.39,0.0,0.0,1.0,Session Started,0.19,0
1.0,1.0,2601.12,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,2.0,2653.66,0.0,0.0,1.0,Session Started,0.18,0
8.0,2.0,257.92,0.0,0.0,1.0,Session Started,0.367,0
0.0,7.0,9066.35,0.0,0.0,1.0,Session Started,0.0,0
2.0,1.0,2759.6,0.0,0.0,1.0,Session Started,0.287,1
2.0,1.0,3157.5,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,1.0,1611.9,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,409.82,0.0,0.0,1.0,Session Started,0.227,0
7.0,1.0,3101.92,0.0,0.0,1.0,Session Started,0.403,0
0.0,3.0,1150.38,0.0,0.0,1.0,Session Started,0.12,0
8.0,1.0,2793.76,0.0,0.0,1.0,Session Started,0.427,0
9.0,1.0,1517.71,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,2.0,2187.32,0.0,0.0,1.0,Session Started,0.25,0
1.0,4.0,972.63,0.0,0.0,1.0,Session Started,0.083,0
4.0,6.0,3610.17,0.0,0.0,1.0,Session Started,0.093,0
1.0,3.0,698.75,0.0,0.0,1.0,Session Started,0.143,0
3.0,2.0,10899.32,0.0,0.0,1.0,Session Started,0.25,0
11.0,3.0,10833.07,0.0,0.0,1.0,Session Started,0.377,0
17.0,2.0,6675.23,0.0,0.0,1.0,Session Started,0.577,0
8.0,1.0,5015.98,0.0,0.0,1.0,Session Started,0.427,0
2.0,2.0,1689.79,0.0,0.0,1.0,Session Started,0.227,1
7.0,3.0,4597.36,0.0,0.0,1.0,Session Started,0.283,0
7.0,1.0,1674.15,0.0,0.0,1.0,Session Started,0.403,0
3.0,2.0,521.75,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
5.0,2.0,6018.31,0.0,0.0,1.0,Session Started,0.297,1
0.0,2.0,4460.69,0.0,0.0,1.0,Session Started,0.18,0
2.0,1.0,1763.28,0.0,0.0,1.0,Session Started,0.287,0
3.0,2.0,678.48,0.0,0.0,1.0,Session Started,0.25,0
1.0,6.0,1131.21,0.0,1.0,0.0,Downgrade Clicked,0.75,1
1.0,1.0,421.19,0.0,0.0,1.0,Session Started,0.263,0
8.0,2.0,3850.91,0.0,0.0,1.0,Session Started,0.367,0
15.0,1.0,501.37,0.0,0.0,1.0,Session Started,0.59,0
4.0,1.0,2274.38,0.0,0.0,1.0,Session Started,0.333,1
8.0,15.0,920.62,0.0,0.0,1.0,Session Started,0.187,1
15.0,2.0,577.46,0.0,0.0,1.0,Session Started,0.53,1
1.0,2.0,2187.87,0.0,0.0,1.0,Session Started,0.203,1
3.0,1.0,1384.31,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,13.0,3535.29,0.0,0.0,1.0,Session Started,0.07,0
0.0,1.0,655.84,0.0,0.0,1.0,Session Started,0.24,0
7.0,3.0,986.49,0.0,0.0,1.0,Session Started,0.283,0
3.0,1.0,267.71,0.0,0.0,1.0,Session Started,0.31,0
3.0,1.0,314.98,0.0,0.0,1.0,Session Started,0.31,0
1.0,2.0,7620.17,0.0,0.0,1.0,Session Started,0.203,0
1.0,1.0,9574.69,0.0,0.0,1.0,Session Started,0.263,0
9.0,2.0,1947.26,0.0,0.0,1.0,Session Started,0.39,1
0.0,1.0,935.37,0.0,0.0,1.0,Session Started,0.24,0
2.0,3.0,1424.02,0.0,0.0,1.0,Session Started,0.167,0
2.0,3.0,3636.8,0.0,0.0,1.0,Session Started,0.167,0
3.0,3.0,1198.1,0.0,0.0,1.0,Session Started,0.19,0
4.0,1.0,2186.61,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,3.0,1789.69,0.0,0.0,1.0,Session Started,0.19,0
0.0,15.0,1147.05,0.0,0.0,1.0,Session Started,0.0,0
2.0,1.0,1186.84,0.0,0.0,1.0,Session Started,0.287,1
8.0,1.0,2286.22,0.0,0.0,1.0,Session Started,0.427,0
5.0,5.0,827.57,0.0,0.0,1.0,Session Started,0.117,0
5.0,1.0,2595.11,0.0,0.0,1.0,Session Started,0.357,1
6.0,2.0,1239.84,0.0,0.0,1.0,Session Started,0.32,1
8.0,3.0,2001.98,0.0,0.0,1.0,Session Started,0.307,1
0.0,1.0,5470.74,0.0,0.0,1.0,Session Started,0.24,0
3.0,2.0,1580.42,0.0,0.0,1.0,Session Started,0.25,1
4.0,2.0,3773.82,0.0,0.0,1.0,Session Started,0.273,1
2.0,1.0,431.11,0.0,0.0,1.0,Session Started,0.287,0
8.0,7.0,1241.05,0.0,1.0,0.0,Downgrade Clicked,0.75,0
3.0,1.0,1848.54,0.0,0.0,1.0,Session Started,0.31,0
8.0,2.0,8422.52,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
8.0,6.0,376.92,0.0,0.0,1.0,Session Started,0.187,1
3.0,1.0,1674.1,0.0,0.0,1.0,Session Started,0.31,0
9.0,5.0,5798.48,0.0,0.0,1.0,Session Started,0.21,0
4.0,1.0,964.86,0.0,0.0,1.0,Session Started,0.333,1
8.0,2.0,1524.97,0.0,0.0,1.0,Session Started,0.367,0
2.0,1.0,2357.58,0.0,0.0,1.0,Session Started,0.287,0
3.0,2.0,2095.62,0.0,0.0,1.0,Session Started,0.25,0
4.0,4.0,6327.22,0.0,0.0,1.0,Session Started,0.153,0
1.0,6.0,2588.36,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,13.0,5230.27,0.0,0.0,1.0,Session Started,0.07,0
10.0,2.0,1355.59,0.0,1.0,0.0,Downgrade Clicked,0.75,0
5.0,3.0,999.82,0.0,0.0,1.0,Session Started,0.237,0
1.0,2.0,1509.33,0.0,0.0,1.0,Session Started,0.203,1
2.0,8.0,715.31,0.0,0.0,1.0,Session Started,0.047,0
1.0,2.0,2661.94,0.0,0.0,1.0,Session Started,0.203,0
0.0,7.0,1327.82,0.0,0.0,1.0,Session Started,0.0,0
10.0,1.0,1056.34,0.0,0.0,1.0,Session Started,0.473,1
3.0,2.0,2694.39,0.0,0.0,1.0,Session Started,0.25,0
2.0,3.0,724.17,0.0,0.0,1.0,Session Started,0.167,1
4.0,1.0,3348.95,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
0.0,1.0,1233.15,0.0,0.0,1.0,Session Started,0.24,0
2.0,13.0,4570.04,0.0,0.0,1.0,Session Started,0.047,0
7.0,2.0,1320.56,0.0,0.0,1.0,Session Started,0.343,0
5.0,1.0,2997.48,0.0,0.0,1.0,Session Started,0.357,0
14.0,2.0,2087.35,0.0,0.0,1.0,Session Started,0.507,0
5.0,2.0,3278.44,0.0,0.0,1.0,Session Started,0.297,0
3.0,2.0,1974.28,0.0,0.0,1.0,Session Started,0.25,0
8.0,8.0,477.84,0.0,0.0,1.0,Session Started,0.187,0
9.0,14.0,4052.28,0.0,0.0,1.0,Session Started,0.21,0
7.0,2.0,1685.56,0.0,0.0,1.0,Session Started,0.343,0
12.0,2.0,3400.28,0.0,0.0,1.0,Session Started,0.46,0
8.0,1.0,3140.69,0.0,1.0,0.0,Downgrade Clicked,0.75,1
9.0,6.0,973.95,0.0,0.0,1.0,Session Started,0.21,0
1.0,1.0,869.71,0.0,0.0,1.0,Session Started,0.263,0
7.0,1.0,3054.23,0.0,0.0,1.0,Session Started,0.403,1
3.0,12.0,1418.56,0.0,0.0,1.0,Session Started,0.07,0
4.0,6.0,3824.35,0.0,0.0,1.0,Session Started,0.093,0
6.0,1.0,1567.82,0.0,0.0,1.0,Session Started,0.38,1
12.0,2.0,4099.94,0.0,0.0,1.0,Session Started,0.46,0
14.0,2.0,2536.76,0.0,0.0,1.0,Session Started,0.507,0
2.0,1.0,2276.47,0.0,0.0,1.0,Session Started,0.287,0
7.0,1.0,1340.49,0.0,0.0,1.0,Session Started,0.403,0
7.0,1.0,2177.52,0.0,0.0,1.0,Session Started,0.403,1
2.0,2.0,4695.14,0.0,0.0,1.0,Session Started,0.227,1
1.0,2.0,1731.3,0.0,0.0,1.0,Session Started,0.203,0
0.0,2.0,2765.4,0.0,0.0,1.0,Session Started,0.18,0
8.0,1.0,1876.36,0.0,0.0,1.0,Session Started,0.427,0
3.0,8.0,1997.56,0.0,0.0,1.0,Session Started,0.07,0
14.0,2.0,7177.66,0.0,0.0,1.0,Session Started,0.507,1
3.0,7.0,4728.6,0.0,0.0,1.0,Session Started,0.07,0
13.0,1.0,1926.62,0.0,0.0,1.0,Session Started,0.543,0
3.0,2.0,2146.43,0.0,0.0,1.0,Session Started,0.25,0
8.0,6.0,1031.23,0.0,0.0,1.0,Session Started,0.187,1
0.0,2.0,1574.39,0.0,0.0,1.0,Session Started,0.18,0
4.0,1.0,2315.82,0.0,0.0,1.0,Session Started,0.333,0
8.0,1.0,3570.61,0.0,0.0,1.0,Session Started,0.427,0
10.0,1.0,3292.42,0.0,0.0,1.0,Session Started,0.473,1
8.0,2.0,744.41,0.0,0.0,1.0,Session Started,0.367,1
0.0,2.0,3950.46,0.0,0.0,1.0,Session Started,0.18,0
3.0,1.0,1684.09,0.0,0.0,1.0,Session Started,0.31,0
0.0,2.0,820.9,0.0,0.0,1.0,Session Started,0.18,1
1.0,1.0,5266.43,0.0,0.0,1.0,Session Started,0.263,0
7.0,2.0,5829.13,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
7.0,2.0,2232.77,0.0,0.0,1.0,Session Started,0.343,0
8.0,1.0,3187.64,0.0,0.0,1.0,Session Started,0.427,0
9.0,1.0,3340.78,0.0,1.0,0.0,Downgrade Clicked,0.75,0
7.0,1.0,5522.68,0.0,0.0,1.0,Session Started,0.403,0
8.0,1.0,3237.17,0.0,0.0,1.0,Session Started,0.427,0
0.0,2.0,625.06,0.0,0.0,1.0,Session Started,0.18,0
2.0,1.0,9025.83,0.0,1.0,0.0,Downgrade Clicked,0.75,1
5.0,1.0,4240.88,0.0,0.0,1.0,Session Started,0.357,0
9.0,15.0,1202.77,0.0,0.0,1.0,Session Started,0.21,0
0.0,8.0,793.38,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,1.0,2707.69,0.0,0.0,1.0,Session Started,0.31,0
7.0,1.0,1447.21,1.0,0.0,0.0,Cancellation Page Viewed,0.9,0
0.0,2.0,2354.29,0.0,0.0,1.0,Session Started,0.18,0
3.0,6.0,3277.14,0.0,1.0,0.0,Downgrade Clicked,0.75,1
9.0,4.0,1149.23,0.0,0.0,1.0,Session Started,0.27,0
7.0,1.0,740.34,0.0,0.0,1.0,Session Started,0.403,0
2.0,1.0,2461.82,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,2.0,1180.02,0.0,0.0,1.0,Session Started,0.367,1
2.0,7.0,2032.2,0.0,0.0,1.0,Session Started,0.047,0
8.0,7.0,617.29,0.0,0.0,1.0,Session Started,0.187,1
2.0,1.0,1477.72,0.0,0.0,1.0,Session Started,0.287,0
4.0,2.0,3203.38,0.0,0.0,1.0,Session Started,0.273,1
3.0,1.0,2935.83,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,962.29,0.0,0.0,1.0,Session Started,0.227,0
9.0,8.0,710.09,0.0,0.0,1.0,Session Started,0.21,0
1.0,2.0,1830.99,0.0,0.0,1.0,Session Started,0.203,0
0.0,1.0,2832.25,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,2.0,2500.24,0.0,0.0,1.0,Session Started,0.227,1
7.0,2.0,1200.23,0.0,0.0,1.0,Session Started,0.343,0
8.0,5.0,2294.48,0.0,0.0,1.0,Session Started,0.187,0
18.0,2.0,6014.23,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,7.0,2130.51,0.0,0.0,1.0,Session Started,0.047,0
3.0,1.0,489.55,0.0,0.0,1.0,Session Started,0.31,0
1.0,1.0,2127.2,0.0,0.0,1.0,Session Started,0.263,1
4.0,1.0,9275.81,0.0,0.0,1.0,Session Started,0.333,1
18.0,1.0,645.54,0.0,0.0,1.0,Session Started,0.66,1
7.0,1.0,1851.55,0.0,0.0,1.0,Session Started,0.403,0
4.0,2.0,1508.59,0.0,0.0,1.0,Session Started,0.273,0
3.0,1.0,1952.19,0.0,0.0,1.0,Session Started,0.31,0
10.0,1.0,2112.02,0.0,0.0,1.0,Session Started,0.473,0
3.0,1.0,4500.65,0.0,0.0,1.0,Session Started,0.31,0
1.0,1.0,1934.93,0.0,0.0,1.0,Session Started,0.263,1
3.0,7.0,5023.13,0.0,0.0,1.0,Session Started,0.07,0
0.0,9.0,1645.62,0.0,0.0,1.0,Session Started,0.0,0
1.0,1.0,1366.34,0.0,0.0,1.0,Session Started,0.263,1
0.0,3.0,1058.55,0.0,0.0,1.0,Session Started,0.12,0
3.0,3.0,422.56,0.0,0.0,1.0,Session Started,0.19,0
5.0,16.0,2254.37,0.0,0.0,1.0,Session Started,0.117,0
2.0,2.0,9350.64,0.0,0.0,1.0,Session Started,0.227,1
3.0,1.0,2608.65,0.0,0.0,1.0,Session Started,0.31,1
11.0,2.0,3131.91,0.0,0.0,1.0,Session Started,0.437,1
7.0,6.0,1299.29,0.0,0.0,1.0,Session Started,0.163,0
4.0,3.0,1487.03,0.0,0.0,1.0,Session Started,0.213,1
2.0,2.0,3974.73,0.0,0.0,1.0,Session Started,0.227,1
9.0,1.0,9017.79,0.0,0.0,1.0,Session Started,0.45,0
2.0,3.0,5945.31,0.0,0.0,1.0,Session Started,0.167,0
2.0,6.0,3443.33,0.0,0.0,1.0,Session Started,0.047,0
9.0,2.0,1859.61,0.0,0.0,1.0,Session Started,0.39,0
4.0,2.0,2138.32,0.0,0.0,1.0,Session Started,0.273,1
7.0,2.0,989.49,0.0,0.0,1.0,Session Started,0.343,0
4.0,2.0,567.63,0.0,0.0,1.0,Session Started,0.273,0
6.0,2.0,734.04,0.0,0.0,1.0,Session Started,0.32,0
2.0,4.0,1881.53,0.0,0.0,1.0,Session Started,0.107,0
2.0,13.0,1431.4,0.0,0.0,1.0,Session Started,0.047,0
2.0,2.0,558.05,0.0,0.0,1.0,Session Started,0.227,1
1.0,2.0,1754.85,0.0,0.0,1.0,Session Started,0.203,0
9.0,2.0,1401.44,0.0,0.0,1.0,Session Started,0.39,1
2.0,1.0,707.49,0.0,0.0,1.0,Session Started,0.287,0
4.0,1.0,1344.61,0.0,0.0,1.0,Session Started,0.333,1
8.0,1.0,1398.61,0.0,0.0,1.0,Session Started,0.427,0
8.0,2.0,1103.99,0.0,0.0,1.0,Session Started,0.367,1
3.0,1.0,3794.61,0.0,0.0,1.0,Session Started,0.31,0
3.0,2.0,394.52,0.0,1.0,0.0,Downgrade Clicked,0.75,1
17.0,4.0,369.21,0.0,0.0,1.0,Session Started,0.457,1
7.0,1.0,1812.8,0.0,0.0,1.0,Session Started,0.403,0
8.0,2.0,1952.57,0.0,0.0,1.0,Session Started,0.367,0
9.0,7.0,2498.32,0.0,1.0,0.0,Downgrade Clicked,0.75,1
8.0,2.0,1174.76,0.0,0.0,1.0,Session Started,0.367,1
1.0,1.0,867.54,0.0,0.0,1.0,Session Started,0.263,0
4.0,2.0,1797.49,0.0,0.0,1.0,Session Started,0.273,0
1.0,2.0,1269.96,0.0,0.0,1.0,Session Started,0.203,0
6.0,2.0,6253.25,0.0,0.0,1.0,Session Started,0.32,1
11.0,1.0,1394.96,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,2.0,1732.73,0.0,1.0,0.0,Downgrade Clicked,0.75,1
3.0,2.0,13099.57,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,1.0,1547.18,0.0,0.0,1.0,Session Started,0.24,0
12.0,2.0,2821.22,0.0,0.0,1.0,Session Started,0.46,0
1.0,1.0,3032.21,0.0,0.0,1.0,Session Started,0.263,1
0.0,2.0,3245.81,0.0,0.0,1.0,Session Started,0.18,0
2.0,4.0,2279.22,0.0,0.0,1.0,Session Started,0.107,0
0.0,1.0,2111.33,0.0,0.0,1.0,Session Started,0.24,1
3.0,2.0,1959.15,0.0,0.0,1.0,Session Started,0.25,0
3.0,2.0,1140.48,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
2.0,1.0,2345.88,0.0,0.0,1.0,Session Started,0.287,1
0.0,8.0,9162.89,0.0,0.0,1.0,Session Started,0.0,0
1.0,2.0,4762.58,0.0,0.0,1.0,Session Started,0.203,1
3.0,1.0,2305.69,0.0,0.0,1.0,Session Started,0.31,0
0.0,8.0,3585.54,0.0,0.0,1.0,Session Started,0.0,0
7.0,3.0,902.04,0.0,0.0,1.0,Session Started,0.283,0
1.0,2.0,1467.9,0.0,0.0,1.0,Session Started,0.203,0
2.0,1.0,3859.45,0.0,0.0,1.0,Session Started,0.287,0
3.0,1.0,5941.6,0.0,0.0,1.0,Session Started,0.31,0
3.0,2.0,975.85,0.0,1.0,0.0,Downgrade Clicked,0.75,1
0.0,1.0,1227.98,0.0,0.0,1.0,Session Started,0.24,1
1.0,1.0,10353.71,0.0,0.0,1.0,Session Started,0.263,0
9.0,4.0,1952.78,0.0,0.0,1.0,Session Started,0.27,0
0.0,1.0,7775.16,0.0,0.0,1.0,Session Started,0.24,1
3.0,1.0,2133.43,0.0,0.0,1.0,Session Started,0.31,0
3.0,1.0,2201.61,0.0,0.0,1.0,Session Started,0.31,0
2.0,2.0,1416.02,0.0,0.0,1.0,Session Started,0.227,0
3.0,2.0,3843.14,0.0,0.0,1.0,Session Started,0.25,0
8.0,6.0,5357.34,0.0,0.0,1.0,Session Started,0.187,0
8.0,1.0,789.97,0.0,1.0,0.0,Downgrade Clicked,0.75,1
2.0,1.0,1363.81,0.0,0.0,1.0,Session Started,0.287,0
2.0,2.0,3759.58,0.0,0.0,1.0,Session Started,0.227,1
2.0,2.0,1630.04,1.0,0.0,0.0,Cancellation Page Viewed,0.9,1
3.0,2.0,1218.4,0.0,0.0,1.0,Session Started,0.25,0
7.0,8.0,4054.71,0.0,0.0,1.0,Session Started,0.163,1
2.0,2.0,4371.07,0.0,1.0,0.0,Downgrade Clicked,0.75,0
2.0,2.0,1261.79,0.0,0.0,1.0,Session Started,0.227,0
10.0,14.0,2142.85,0.0,0.0,1.0,Session Started,0.233,0
0.0,1.0,687.61,0.0,0.0,1.0,Session Started,0.24,0
3.0,8.0,883.26,0.0,0.0,1.0,Session Started,0.07,0
7.0,2.0,1996.86,0.0,0.0,1.0,Session Started,0.343,0
1.0,2.0,1854.05,0.0,0.0,1.0,Session Started,0.203,0
